AvgSpeed,CodeSum,Cool,Date,Depart,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,Station,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb
11.1,BR HZ,0,2013-05-11,-4,36,12,0.0,28,8.7,29.94,2,29.28,436,1860,53,62,44,45
11.2, ,0,2013-05-12,-11,29,19,0.0,32,7.8,30.08,1,29.35,435,1901,46,55,37,39
9.6, ,0,2013-05-12,-10,28,18,0.0,32,5.5,30.1,2,29.42,435,1901,47,55,38,39
5.9, ,0,2013-05-13,-8,32,15,0.0,9,2.5,30.09,1,29.34,434,1902,50,64,36,43
6.3, ,0,2013-05-13,-8,31,15,0.0,8,3.1,30.11,2,29.42,434,1902,50,61,38,43
11.7, ,6,2013-05-14,13,49,0,0.0,22,8.4,29.75,1,28.98,433,1903,71,91,50,59
11.5, ,9,2013-05-14,16,47,0,0.0,21,8.9,29.76,2,29.07,433,1903,74,90,57,58
8.4, ,7,2013-05-15,14,49,0,0.0,28,3.2,29.77,1,29.07,432,1904,72,84,60,59
9.5, ,8,2013-05-15,15,47,0,0.01,24,2.3,29.76,2,29.14,432,1904,73,83,62,58
5.0, ,3,2013-05-16,9,46,0,0.0,7,4.1,29.89,1,29.2,431,1905,68,83,53,56
5.3, ,4,2013-05-16,10,44,0,0.0,7,4.0,29.89,2,29.26,431,1905,69,81,57,56
6.8, ,0,2013-05-17,4,46,2,0.01,4,6.1,30.0,1,29.29,430,1906,63,70,55,53
6.1, ,1,2013-05-17,7,47,0,0.01,6,4.5,29.99,2,29.36,430,1906,66,73,58,55
6.5, ,3,2013-05-18,8,56,0,0.0,12,5.3,29.99,1,29.26,429,1907,68,80,56,61
7.0,BR HZ,4,2013-05-18,9,55,0,0.0,10,6.3,29.99,2,29.33,429,1907,69,79,59,61
7.6,BR HZ,7,2013-05-19,12,61,0,0.0,14,6.2,29.85,1,29.12,428,1908,72,86,58,66
8.1,HZ,10,2013-05-19,15,60,0,0.0,15,7.1,29.85,2,29.18,428,1908,75,87,62,66
13.7,RA BR,12,2013-05-20,16,60,0,1.09,22,12.6,29.73,1,29.03,427,1909,77,89,65,67
14.4,TS BR,14,2013-05-20,18,59,0,1.25,20,13.6,29.73,2,29.1,427,1909,79,92,65,67
12.1,RA BR,8,2013-05-21,12,63,0,0.56,20,11.2,29.67,1,28.96,426,1910,73,81,64,66
12.8,RA,9,2013-05-21,13,62,0,0.2,20,12.4,29.68,2,29.03,426,1910,74,82,65,66
7.4,TS RA BR,0,2013-05-22,2,60,2,1.35,25,4.5,29.66,1,28.97,425,1911,63,73,52,63
9.3,RA BR,0,2013-05-22,4,59,0,0.65,23,6.4,29.66,2,29.03,425,1911,65,73,56,62
14.8,RA BR,0,2013-05-23,-13,43,17,0.06,2,14.5,30.05,1,29.38,425,1912,48,54,42,46
18.1,RA BR,0,2013-05-23,-11,40,15,0.12,36,17.9,30.05,2,29.44,425,1912,50,56,43,45
8.1, ,0,2013-05-24,-13,34,16,0.0,4,7.5,30.35,1,29.62,424,1913,49,57,41,42
9.0, ,0,2013-05-24,-12,33,15,0.0,3,8.1,30.36,2,29.7,424,1913,50,57,42,42
5.1, ,0,2013-05-25,-11,37,14,0.0,5,4.7,30.34,1,29.59,423,1914,51,57,44,44
3.7, ,0,2013-05-25,-10,36,13,0.0,6,3.3,30.35,2,29.67,423,1914,52,57,46,44
7.4,RA,0,2013-05-26,-6,44,9,0.02,9,5.5,30.22,1,29.47,422,1915,56,68,44,50
5.7,RA,0,2013-05-26,-5,43,8,0.01,9,4.0,30.23,2,29.54,422,1915,57,67,46,50
9.1,DZ BR HZ,0,2013-05-27,-4,53,7,0.23,9,8.5,29.97,1,29.21,422,1916,58,62,53,55
8.3,RA BR,0,2013-05-27,-1,54,4,0.19,10,7.5,29.97,2,29.28,422,1916,61,65,56,57
10.2,RA BR,1,2013-05-28,3,64,0,0.2,21,8.7,29.78,1,29.06,421,1916,66,76,56,66
10.3,RA BR,3,2013-05-28,5,63,0,2.2,19,9.5,29.79,2,29.13,421,1916,68,76,59,65
8.7, ,9,2013-05-29,10,64,0,0.01,20,7.3,29.88,1,29.16,421,1917,74,84,64,67
9.2,RA,10,2013-05-29,11,62,0,0.02,20,7.9,29.88,2,29.23,421,1917,75,85,65,67
14.6,RA,9,2013-05-30,10,66,0,0.51,19,13.4,29.85,1,29.13,420,1918,74,83,64,69
13.9,RA,10,2013-05-30,11,64,0,0.09,18,12.9,29.85,2,29.22,420,1918,75,84,65,68
12.1,RA BR,6,2013-05-31,7,65,0,0.3,20,11.7,29.79,1,29.05,420,1919,71,77,64,67
12.7,RA BR,7,2013-05-31,8,64,0,0.23,19,12.4,29.79,2,29.13,420,1919,72,78,65,67
13.0,RA BR,5,2013-06-01,6,62,0,0.56,22,13.1,29.69,1,28.98,419,1920,70,76,63,64
11.9, ,5,2013-06-01,6,61,0,0.44,21,11.9,29.69,2,29.05,419,1920,70,76,63,64
6.2,RA DZ BR,0,2013-06-02,-11,50,12,0.01,5,1.8,29.93,1,29.24,419,1920,53,63,43,51
7.7,DZ BR HZ,0,2013-06-02,-9,48,10,0.01,4,2.8,29.93,2,29.31,419,1920,55,63,47,51
4.8, ,0,2013-06-03,-8,43,9,0.0,12,3.7,30.06,1,29.34,418,1921,56,68,43,50
4.0, ,0,2013-06-03,-8,40,9,0.0,9,2.6,30.07,2,29.41,418,1921,56,68,43,49
6.1, ,0,2013-06-04,-3,45,4,0.0,7,5.3,30.11,1,29.39,418,1922,61,72,50,52
6.9, ,0,2013-06-04,-3,44,4,0.0,7,5.6,30.12,2,29.46,418,1922,61,72,50,52
8.2,RA,0,2013-06-05,-1,49,1,0.01,5,6.8,30.0,1,29.24,417,1923,64,73,54,54
8.3,RA,1,2013-06-05,1,46,0,0.01,6,6.1,29.99,2,29.33,417,1923,66,76,56,55
9.1,RA,0,2013-06-06,-8,50,7,0.15,3,8.9,29.91,1,29.18,417,1923,58,64,52,53
9.6,RA,0,2013-06-06,-6,48,5,0.06,3,9.0,29.9,2,29.23,417,1923,60,65,54,53
9.9, ,0,2013-06-07,-6,45,5,0.01,3,9.5,29.92,1,29.2,417,1924,60,68,52,52
9.2, ,0,2013-06-07,-5,44,4,0.0,2,8.8,29.92,2,29.26,417,1924,61,68,54,52
5.4, ,0,2013-06-08,-4,43,3,0.0,7,4.7,29.96,1,29.25,417,1925,62,74,49,53
5.6, ,0,2013-06-08,-4,42,3,0.0,6,4.7,29.96,2,29.31,417,1925,62,74,50,53
8.9,RA,3,2013-06-09,2,55,0,0.01,15,6.0,29.88,1,29.15,416,1925,68,80,55,61
8.4,RA,6,2013-06-09,5,53,0,0.01,15,7.1,29.88,2,29.22,416,1925,71,83,58,61
4.3,RA BR HZ,3,2013-06-10,1,63,0,0.26,4,2.7,29.79,1,29.08,416,1926,68,76,60,65
4.4,RA BR HZ,3,2013-06-10,1,61,0,0.85,7,2.0,29.78,2,29.14,416,1926,68,75,61,64
4.5,RA BR,7,2013-06-11,5,62,0,0.01,25,3.2,29.85,1,29.13,416,1926,72,83,60,67
4.1,RA FG+ BR,7,2013-06-11,5,61,0,0.24,23,2.5,29.85,2,29.21,416,1926,72,84,60,66
8.0,TS BR,10,2013-06-12,7,64,0,0.75,8,3.1,29.74,1,29.0,416,1927,75,86,63,67
5.8,RA BR HZ,11,2013-06-12,8,64,0,0.25,5,2.9,29.74,2,29.08,416,1927,76,87,64,67
12.2,BR,1,2013-06-13,-2,54,0,0.0,3,11.7,29.92,1,29.23,416,1927,66,73,58,59
13.2,BR,1,2013-06-13,-2,53,0,0.0,1,12.6,29.91,2,29.29,416,1927,66,72,59,59
7.9, ,2,2013-06-14,-1,51,0,0.0,6,6.6,30.05,1,29.34,416,1928,67,78,56,57
7.8, ,2,2013-06-14,-1,50,0,0.0,5,6.0,30.04,2,29.4,416,1928,67,76,57,57
7.7,RA BR,4,2013-06-15,1,62,0,0.17,21,5.6,29.95,1,29.21,416,1928,69,80,58,65
7.2,TS RA,6,2013-06-15,3,60,0,0.12,21,5.6,29.95,2,29.28,416,1928,71,81,61,64
9.2, ,13,2013-06-16,9,62,0,0.0,27,8.3,29.88,1,29.16,416,1929,78,86,69,67
9.5, ,11,2013-06-16,7,62,0,0.0,24,8.6,29.87,2,29.23,416,1929,76,83,69,67
8.1, ,9,2013-06-17,5,55,0,0.03,29,3.9,29.89,1,29.18,416,1929,74,88,59,63
8.4, ,10,2013-06-17,6,56,0,0.1,28,3.7,29.88,2,29.24,416,1929,75,88,62,64
11.6,BR,0,2013-06-18,-6,52,1,0.0,3,11.4,30.01,1,29.31,416,1929,64,71,56,56
12.4,RA BR HZ,0,2013-06-18,-6,52,1,0.01,2,12.1,30.0,2,29.36,416,1929,64,70,57,57
6.9, ,0,2013-06-19,-6,46,1,0.0,8,5.9,30.1,1,29.39,416,1930,64,75,53,55
7.2, ,1,2013-06-19,-4,46,0,0.0,7,6.4,30.09,2,29.44,416,1930,66,75,57,56
5.9, ,6,2013-06-20,1,58,0,0.0,12,5.1,30.1,1,29.38,416,1930,71,86,56,64
7.2, ,9,2013-06-20,4,57,0,0.0,11,6.0,30.1,2,29.45,416,1930,74,86,62,64
9.5,RA BR,10,2013-06-21,5,65,0,0.79,19,7.4,30.04,1,29.34,416,1930,75,82,68,68
9.6, ,13,2013-06-21,8,63,0,0.11,19,7.6,30.04,2,29.39,416,1930,78,85,70,67
8.4,RA,9,2013-06-22,4,67,0,0.04,22,3.1,30.01,1,29.3,417,1931,74,80,67,69
7.8, ,12,2013-06-22,7,65,0,0.0,20,4.8,30.0,2,29.37,417,1931,77,83,70,69
11.5,RA,12,2013-06-23,7,68,0,0.84,20,10.7,29.97,1,29.26,417,1931,77,87,66,71
9.5, ,14,2013-06-23,9,66,0,0.01,20,9.3,29.97,2,29.34,417,1931,79,89,69,70
10.0,BR,13,2013-06-24,7,67,0,0.18,23,8.9,29.95,1,29.25,417,1931,78,89,67,69
11.0,HZ,12,2013-06-24,6,65,0,0.14,21,10.5,29.96,2,29.3,417,1931,77,86,68,69
6.9, ,11,2013-06-25,5,69,0,0.03,19,4.5,29.86,1,29.13,417,1931,76,85,67,71
8.6,RA,14,2013-06-25,8,67,0,0.01,21,5.2,29.85,2,29.21,417,1931,79,87,70,71
7.4,RA BR,8,2013-06-26,2,67,0,1.48,16,2.2,29.76,1,29.05,418,1931,73,80,66,68
9.0,TS RA,10,2013-06-26,4,65,0,0.19,18,2.6,29.75,2,29.11,418,1931,75,81,68,68
7.2,BR,12,2013-06-27,6,67,0,0.92,29,7.2,29.73,1,29.01,418,1931,77,90,64,70
6.8,BR HZ,14,2013-06-27,8,65,0,0.59,29,6.1,29.71,2,29.08,418,1931,79,91,66,69
10.9,RA,10,2013-06-28,4,61,0,0.01,31,10.5,29.63,1,28.91,419,1931,75,83,67,66
9.8,RA,11,2013-06-28,5,60,0,0.16,29,9.0,29.62,2,28.97,419,1931,76,83,68,65
12.3,BR,3,2013-06-29,-3,59,0,0.0,2,12.0,29.66,1,28.97,419,1931,68,72,64,62
12.0,RA,3,2013-06-29,-3,59,0,0.01,1,11.7,29.65,2,29.03,419,1931,68,72,64,62
13.9, ,5,2013-06-30,-2,52,0,0.0,2,13.8,29.88,1,29.2,419,1931,70,77,62,59
14.2, ,5,2013-06-30,-2,52,0,0.0,1,14.0,29.86,2,29.25,419,1931,70,76,64,60
12.3, ,2,2013-07-01,-5,51,0,0.0,3,12.6,30.03,1,29.31,420,1931,67,75,59,58
13.6, ,3,2013-07-01,-4,50,0,0.0,3,13.8,30.01,2,29.37,420,1931,68,75,61,58
11.2, ,0,2013-07-02,-8,52,1,0.01,3,11.0,30.05,1,29.33,420,1931,64,68,60,57
12.3,RA,0,2013-07-02,-7,53,0,0.01,3,12.0,30.04,2,29.39,420,1931,65,68,62,58
5.3,DZ BR HZ,1,2013-07-03,-6,60,0,0.02,2,2.2,30.04,1,29.32,421,1931,66,72,59,62
4.2,RA,3,2013-07-03,-4,60,0,0.07,36,0.5,30.03,2,29.38,421,1931,68,74,62,62
5.1,BR,5,2013-07-04,-2,61,0,0.0,20,4.4,30.05,1,29.34,422,1930,70,83,56,64
7.7,BR HZ,7,2013-07-04,0,59,0,0.0,19,7.3,30.05,2,29.41,422,1930,72,83,61,65
4.8, ,8,2013-07-05,1,61,0,0.0,19,3.7,30.04,1,29.33,422,1930,73,86,60,66
5.9, ,10,2013-07-05,3,60,0,0.0,20,5.1,30.03,2,29.39,422,1930,75,87,63,66
4.5, ,9,2013-07-06,2,65,0,0.0,19,4.1,30.01,1,29.29,423,1930,74,83,65,68
5.9, ,12,2013-07-06,5,63,0,0.0,19,5.4,30.0,2,29.36,423,1930,77,82,71,68
6.8, ,14,2013-07-07,7,67,0,0.0,21,6.6,29.97,1,29.26,423,1930,79,88,70,71
8.2, ,15,2013-07-07,8,66,0,0.0,21,8.0,29.96,2,29.33,423,1930,80,89,70,71
8.4,RA BR,13,2013-07-08,5,71,0,0.5,23,7.8,29.95,1,29.24,424,1929,78,86,70,74
10.5,RA BR,14,2013-07-08,6,70,0,0.84,22,10.0,29.95,2,29.31,424,1929,79,87,71,72
7.3,BR,14,2013-07-09,6,74,0,0.01,23,6.9,29.91,1,29.19,425,1929,79,85,73,75
9.3,RA BR HZ,15,2013-07-09,7,72,0,0.01,23,8.9,29.91,2,29.26,425,1929,80,85,75,75
8.3, ,11,2013-07-10,3,65,0,0.0,34,6.0,29.89,1,29.2,425,1929,76,85,66,70
8.0, ,12,2013-07-10,4,65,0,0.0,3,3.7,29.88,2,29.26,425,1929,77,87,66,69
7.4, ,8,2013-07-11,0,54,0,0.0,3,6.5,30.06,1,29.36,426,1928,73,81,64,62
7.5, ,7,2013-07-11,-1,52,0,0.0,3,6.3,30.05,2,29.42,426,1928,72,80,63,61
4.8, ,6,2013-07-12,-2,53,0,0.0,8,4.0,30.1,1,29.38,427,1928,71,83,58,61
5.4, ,6,2013-07-12,-2,54,0,0.0,8,4.1,30.09,2,29.44,427,1928,71,82,60,62
7.5, ,8,2013-07-13,0,59,0,0.0,9,6.8,30.12,1,29.41,428,1927,73,84,62,65
7.1, ,10,2013-07-13,2,58,0,0.0,9,6.4,30.11,2,29.47,428,1927,75,83,67,65
7.6, ,15,2013-07-14,7,66,0,0.0,9,6.7,30.17,1,29.47,428,1927,80,88,72,71
8.5, ,16,2013-07-14,8,66,0,0.0,8,8.2,30.16,2,29.52,428,1927,81,88,73,70
5.1, ,15,2013-07-15,6,71,0,0.09,8,4.3,30.23,1,29.52,429,1926,80,89,71,74
6.2, ,18,2013-07-15,9,71,0,0.02,8,5.0,30.21,2,29.57,429,1926,83,91,75,74
6.8, ,18,2013-07-16,9,72,0,0.0,23,6.4,30.25,1,29.54,430,1925,83,92,73,75
7.3, ,20,2013-07-16,11,70,0,0.01,22,6.8,30.24,2,29.61,430,1925,85,93,77,75
6.9, ,20,2013-07-17,11,72,0,0.0,26,6.7,30.23,1,29.51,431,1925,85,94,76,76
7.1, ,21,2013-07-17,12,70,0,0.0,25,6.2,30.21,2,29.57,431,1925,86,95,77,75
8.1, ,21,2013-07-18,12,72,0,0.01,24,7.2,30.05,1,29.31,432,1924,86,95,77,76
9.4,TS,23,2013-07-18,14,71,0,0.0,23,8.8,30.04,2,29.38,432,1924,88,96,79,76
14.0,TS BR,19,2013-07-19,10,70,0,0.58,25,13.3,29.83,1,29.1,433,1923,84,96,71,75
13.9,TS,21,2013-07-19,12,69,0,0.01,24,13.4,29.82,2,29.17,433,1923,86,97,75,75
7.5, ,15,2013-07-20,6,64,0,0.06,1,4.8,29.86,1,29.17,433,1923,80,89,71,69
7.2,RA,15,2013-07-20,6,63,0,0.01,3,3.8,29.85,2,29.23,433,1923,80,88,72,69
6.7, ,13,2013-07-21,4,65,0,0.01,7,2.8,29.89,1,29.18,434,1922,78,88,68,69
7.9, ,16,2013-07-21,7,63,0,0.0,11,2.9,29.88,2,29.24,434,1922,81,89,72,69
7.4,RA,14,2013-07-22,5,66,0,0.01,24,4.9,29.78,1,29.07,435,1921,79,87,71,71
7.4, ,16,2013-07-22,7,64,0,0.01,21,5.2,29.77,2,29.14,435,1921,81,90,72,70
11.0, ,6,2013-07-23,-3,60,0,0.03,2,8.8,29.83,1,29.15,436,1920,71,78,63,64
11.4, ,8,2013-07-23,-1,58,0,0.0,1,7.3,29.81,2,29.21,436,1920,73,80,65,64
8.1, ,1,2013-07-24,-8,51,0,0.0,5,7.8,30.01,1,29.31,437,1919,66,72,60,58
10.5, ,3,2013-07-24,-6,48,0,0.0,5,10.1,30.01,2,29.38,437,1919,68,73,62,57
5.1, ,4,2013-07-25,-5,54,0,0.0,23,4.1,30.05,1,29.33,438,1918,69,81,57,61
3.9, ,5,2013-07-25,-4,52,0,0.0,23,2.7,30.05,2,29.39,438,1918,70,81,58,60
8.5,RA BR,1,2013-07-26,-8,61,0,0.39,22,7.6,29.94,1,29.21,439,1918,66,70,62,63
10.2,RA,5,2013-07-26,-4,58,0,0.01,21,9.3,29.94,2,29.28,439,1918,70,74,65,62
10.6, ,0,2013-07-27,-14,51,5,0.0,30,9.0,29.9,1,29.17,440,1917,60,65,55,56
11.3, ,0,2013-07-27,-11,49,2,0.0,30,10.3,29.89,2,29.23,440,1917,63,68,57,55
9.1,RA,0,2013-07-28,-12,50,3,0.01,28,8.7,29.93,1,29.23,441,1916,62,69,54,55
9.8,RA,0,2013-07-28,-11,47,2,0.01,26,9.5,29.94,2,29.3,441,1916,63,71,55,54
7.0, ,2,2013-07-29,-7,55,0,0.0,1,2.0,30.11,1,29.41,442,1915,67,76,57,59
7.7, ,2,2013-07-29,-7,53,0,0.0,2,2.3,30.1,2,29.47,442,1915,67,76,58,59
4.7,RA,1,2013-07-30,-8,59,0,0.04,16,4.2,30.12,1,29.39,443,1914,66,74,57,62
6.0,RA,3,2013-07-30,-6,56,0,0.01,16,5.5,30.12,2,29.46,443,1914,68,74,61,61
4.4,RA DZ BR,4,2013-07-31,-5,64,0,0.5,32,2.2,30.0,1,29.26,444,1913,69,75,62,65
4.2,RA DZ BR HZ,5,2013-07-31,-4,63,0,0.18,30,2.5,29.99,2,29.33,444,1913,70,75,64,65
7.8, ,6,2013-08-01,-2,57,0,0.0,30,7.6,29.95,1,29.23,445,1911,71,81,61,62
7.1, ,7,2013-08-01,-1,54,0,0.0,29,6.2,29.95,2,29.29,445,1911,72,82,61,62
8.2,RA BR,8,2013-08-02,0,63,0,0.63,29,4.5,29.87,1,29.15,446,1910,73,84,62,67
7.7,RA,11,2013-08-02,3,62,0,0.41,23,2.7,29.87,2,29.23,446,1910,76,86,65,66
6.8, ,8,2013-08-03,0,55,0,0.0,2,5.8,30.03,1,29.33,447,1909,73,81,64,62
8.4, ,8,2013-08-03,0,54,0,0.0,4,6.9,30.02,2,29.39,447,1909,73,79,66,62
7.8,RA,3,2013-08-04,-5,56,0,0.01,6,5.9,30.14,1,29.42,448,1908,68,75,60,61
6.9,RA,2,2013-08-04,-6,55,0,0.01,7,6.1,30.13,2,29.49,448,1908,67,74,60,61
7.6,RA,2,2013-08-05,-6,59,0,0.07,19,6.8,29.98,1,29.23,449,1907,67,75,58,62
7.9, ,5,2013-08-05,-3,56,0,0.02,18,7.1,29.98,2,29.29,449,1907,70,76,63,61
8.0, ,10,2013-08-06,2,68,0,0.04,21,7.2,29.86,1,29.13,450,1906,75,83,67,70
9.4, ,12,2013-08-06,4,65,0,0.0,21,8.7,29.85,2,29.21,450,1906,77,85,68,69
9.9, ,13,2013-08-07,5,68,0,0.01,30,4.0,29.83,1,29.14,451,1904,78,89,67,71
10.5,BR,16,2013-08-07,8,67,0,0.01,30,2.4,29.82,2,29.2,451,1904,81,91,70,71
9.3, ,7,2013-08-08,-1,56,0,0.0,5,8.6,29.98,1,29.26,452,1903,72,78,65,62
10.8, ,9,2013-08-08,1,55,0,0.0,5,10.5,29.96,2,29.33,452,1903,74,79,69,62
5.3, ,6,2013-08-09,-2,60,0,0.01,27,4.7,29.98,1,29.28,453,1902,71,82,59,65
5.6, ,8,2013-08-09,0,58,0,0.0,27,4.9,29.97,2,29.34,453,1902,73,84,62,65
6.5, ,8,2013-08-10,0,57,0,0.0,5,5.3,30.08,1,29.39,454,1900,73,81,64,58
7.4, ,10,2013-08-10,2,55,0,0.0,6,6.0,30.07,2,29.39,454,1900,75,81,68,63
3.0,RA,6,2013-08-11,-2,61,0,0.01,27,2.0,30.07,1,29.35,455,1859,71,81,60,59
5.4, ,9,2013-08-11,1,57,0,0.01,24,4.0,30.06,2,29.42,455,1859,74,84,63,64
7.5,RA DZ,10,2013-08-12,2,65,0,0.27,27,3.5,29.93,1,29.21,456,1858,75,82,67,68
7.7,RA,12,2013-08-12,4,63,0,0.66,26,4.5,29.92,2,29.27,456,1858,77,85,69,63
9.6, ,0,2013-08-13,-9,52,1,0.0,3,8.7,30.07,1,29.37,457,1856,64,70,58,58
11.9, ,2,2013-08-13,-6,50,0,0.0,2,11.2,30.06,2,29.42,457,1856,67,71,62,57
7.1, ,0,2013-08-14,-8,50,1,0.0,4,3.9,30.16,1,29.44,458,1855,64,72,56,56
7.0, ,0,2013-08-14,-7,49,0,0.0,3,3.0,30.16,2,29.52,458,1855,65,71,58,56
4.9, ,0,2013-08-15,-7,53,0,0.0,24,4.2,30.13,1,29.4,459,1854,65,75,55,58
5.0, ,1,2013-08-15,-6,50,0,0.0,22,4.5,30.13,2,29.47,459,1854,66,74,57,58
5.2, ,4,2013-08-16,-3,52,0,0.0,4,2.8,30.15,1,29.44,500,1852,69,82,55,60
5.8, ,5,2013-08-16,-2,51,0,0.0,7,5.0,30.14,2,29.5,500,1852,70,82,58,60
6.4, ,4,2013-08-17,-3,56,0,0.0,8,5.7,30.19,1,29.47,501,1851,69,81,57,62
6.3, ,5,2013-08-17,-2,55,0,0.0,7,6.0,30.18,2,29.53,501,1851,70,79,60,62
4.8, ,5,2013-08-18,-2,57,0,0.0,8,3.7,30.14,1,29.41,502,1849,70,81,59,63
4.8, ,7,2013-08-18,0,57,0,0.0,8,4.2,30.13,2,29.48,502,1849,72,81,62,64
5.3, ,6,2013-08-19,0,60,0,0.0,25,5.1,30.07,1,29.34,503,1848,71,85,57,65
4.6,HZ,10,2013-08-19,4,58,0,0.0,25,3.8,30.06,2,29.41,503,1848,75,86,63,65
8.0, ,12,2013-08-20,6,62,0,0.0,22,7.7,30.06,1,29.34,504,1846,77,88,66,68
7.5, ,13,2013-08-20,7,61,0,0.0,21,7.0,30.05,2,29.41,504,1846,78,88,68,67
9.0,RA,14,2013-08-21,8,65,0,0.01,23,8.6,30.02,1,29.3,505,1845,79,90,68,70
9.3,RA,16,2013-08-21,10,64,0,0.05,22,9.0,30.02,2,29.37,505,1845,81,91,70,70
7.0,RA,8,2013-08-22,2,67,0,0.23,23,1.5,30.05,1,29.36,506,1843,73,78,68,69
7.0,RA,8,2013-08-22,2,66,0,0.36,24,2.5,30.05,2,29.42,506,1843,73,78,67,68
6.8,BR,7,2013-08-23,1,55,0,0.0,6,6.1,30.14,1,29.43,508,1842,72,82,62,63
8.0,BR,8,2013-08-23,2,55,0,0.0,6,7.2,30.13,2,29.49,508,1842,73,81,64,63
6.1, ,8,2013-08-24,2,59,0,0.0,17,5.3,30.2,1,29.49,509,1840,73,86,60,65
5.9, ,10,2013-08-24,4,56,0,0.0,16,4.6,30.2,2,29.55,509,1840,75,86,64,64
9.6, ,12,2013-08-25,7,62,0,0.0,22,9.2,30.18,1,29.46,510,1839,77,89,65,68
10.1, ,14,2013-08-25,9,60,0,0.0,21,9.6,30.17,2,29.52,510,1839,79,89,68,67
9.4, ,16,2013-08-26,11,68,0,0.0,24,9.0,30.06,1,29.34,511,1837,81,92,70,72
9.5, ,16,2013-08-26,11,66,0,0.0,23,9.2,30.06,2,29.41,511,1837,81,92,70,71
12.0, ,22,2013-08-27,17,70,0,0.0,24,11.7,29.9,1,29.18,512,1835,87,96,77,75
12.7, ,22,2013-08-27,17,68,0,0.0,24,12.5,29.89,2,29.24,512,1835,87,96,77,74
9.3, ,12,2013-08-28,7,69,0,0.0,3,6.9,29.95,1,29.26,513,1834,77,83,71,72
8.7,BR,12,2013-08-28,7,67,0,0.0,36,5.8,29.94,2,29.32,513,1834,77,83,71,71
4.7,BR HZ,13,2013-08-29,8,64,0,0.0,10,3.9,30.01,1,29.29,514,1832,78,89,66,69
4.6,FG BR HZ,13,2013-08-29,8,65,0,0.0,10,4.2,30.0,2,29.36,514,1832,78,87,69,69
8.3,BR,17,2013-08-30,12,68,0,0.36,26,4.4,29.86,1,29.13,515,1831,82,96,67,72
7.8,RA,18,2013-08-30,13,67,0,0.47,24,5.3,29.85,2,29.21,515,1831,83,96,69,71
7.2,TS,10,2013-08-31,6,67,0,0.07,5,6.1,29.82,1,29.1,516,1829,75,78,71,69
7.0,TS RA BR,9,2013-08-31,5,66,0,0.96,4,5.8,29.81,2,29.16,516,1829,74,77,70,68
5.2,TS,10,2013-09-01,7,67,0,0.14,29,4.2,29.76,1,29.05,517,1827,75,85,65,70
5.8, ,11,2013-09-01,8,66,0,0.02,27,3.9,29.75,2,29.11,517,1827,76,84,68,69
9.2, ,5,2013-09-02,2,61,0,0.0,2,8.1,29.9,1,29.21,518,1826,70,79,60,64
8.7, ,5,2013-09-02,2,60,0,0.0,2,7.5,29.89,2,29.27,518,1826,70,77,62,64
5.8, ,2,2013-09-03,-1,54,0,0.0,30,4.0,30.02,1,29.32,519,1824,67,77,57,59
4.6, ,2,2013-09-03,-1,54,0,0.0,34,1.5,30.02,2,29.39,519,1824,67,76,58,60
7.0, ,7,2013-09-04,4,57,0,0.0,26,6.2,30.08,1,29.37,520,1822,72,84,59,63
6.8, ,7,2013-09-04,4,55,0,0.0,25,6.4,30.08,2,29.44,520,1822,72,84,59,62
9.2, ,2,2013-09-05,0,54,0,0.01,5,9.0,30.2,1,29.49,521,1821,67,74,59,60
9.9, ,5,2013-09-05,3,53,0,0.0,6,9.2,30.19,2,29.55,521,1821,70,74,65,60
6.0, ,7,2013-09-06,5,58,0,0.0,20,4.7,30.11,1,29.38,522,1819,72,86,57,64
6.0, ,9,2013-09-06,7,55,0,0.0,17,4.3,30.11,2,29.44,522,1819,74,85,62,63
6.9, ,12,2013-09-07,10,62,0,0.01,23,5.7,29.94,1,29.21,523,1817,77,88,65,68
7.7, ,13,2013-09-07,11,61,0,0.0,23,5.8,29.94,2,29.28,523,1817,78,87,68,67
11.9, ,9,2013-09-08,8,66,0,0.0,7,10.5,29.98,1,29.26,524,1815,74,77,71,69
12.0, ,10,2013-09-08,9,65,0,0.0,7,10.1,29.96,2,29.33,524,1815,75,78,71,68
10.1, ,16,2013-09-09,15,70,0,0.0,20,9.0,29.86,1,29.15,525,1814,81,94,68,74
9.2,HZ,17,2013-09-09,16,68,0,0.0,20,8.5,29.86,2,29.22,525,1814,82,94,69,73
12.5, ,21,2013-09-10,20,64,0,0.0,24,12.1,29.95,1,29.25,526,1812,86,95,77,71
12.5, ,22,2013-09-10,21,63,0,0.0,24,12.2,29.94,2,29.32,526,1812,87,96,78,71
7.5, ,18,2013-09-11,18,66,0,0.01,27,4.2,29.98,1,29.28,527,1810,83,91,75,71
6.9, ,19,2013-09-11,19,66,0,0.01,25,5.1,29.97,2,29.34,527,1810,84,92,75,71
9.4,RA,7,2013-09-12,7,59,0,0.01,35,7.0,29.98,1,29.28,528,1809,72,82,62,64
9.8, ,8,2013-09-12,8,58,0,0.06,34,6.8,29.97,2,29.34,528,1809,73,83,63,64
11.5, ,0,2013-09-13,-5,45,5,0.0,1,10.7,30.13,1,29.41,529,1807,60,67,52,52
